ProductCode,Name,Category,Brand,Type,FixedAssetType,CostingMethod,Length,Width,Height,Weight,CartonLength,CartonWidth,CartonHeight,CartonInnerQuantity,CartonQuantity,CartonVolume,WeightUnits,DimensionUnits,Barcode,MinimumBeforeReorder,ReorderQuantity,DefaultLocation,LastSuppliedBy,SupplierProductCode,SupplierProductName,SupplierFixedPrice,PriceTier1,PriceTier2,PriceTier3,PriceTier4,PriceTier5,PriceTier6,PriceTier7,PriceTier8,PriceTier9,PriceTier10,AssemblyBOM,AutoAssemble,AutoDisassemble,DropShip,DropShipSupplier,AverageCost,DefaultUnitOfMeasure,InventoryAccount,RevenueAccount,ExpenseAccount,COGSAccount,ProductAttributeSet,AdditionalAttribute1,AdditionalAttribute2,AdditionalAttribute3,AdditionalAttribute4,AdditionalAttribute5,AdditionalAttribute6,AdditionalAttribute7,AdditionalAttribute8,AdditionalAttribute9,AdditionalAttribute10,DiscountName,ProductFamilySKU,ProductFamilyName,ProductFamilyOption1Name,ProductFamilyOption1Value,ProductFamilyOption2Name,ProductFamilyOption2Value,ProductFamilyOption3Name,ProductFamilyOption3Value,CommaDelimitedTags,StockLocator,PurchaseTaxRule,SaleTaxRule,Status,Description,ShortDescription,Sellable,PickZones,AlwaysShowQuantity,WarrantySetupName,InternalNote,ProductionBOM,MakeToOrderBom,QuantityToProduce,IsAccountingDimensionEnabled,DimensionAttribute1,DimensionAttribute2,DimensionAttribute3,DimensionAttribute4,DimensionAttribute5,DimensionAttribute6,DimensionAttribute7,DimensionAttribute8,DimensionAttribute9,DimensionAttribute10,HSCode,CountryOfOrigin
"SUN-108194","日本 Suntory C.C. Lemon 氣泡飲料 1.5L","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777088108",0.0000,0.0000,KT,"Japan Good Item Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,10.4496,Item,,_1_: Sales of product income,,,"Other Product Info.","H0956006_S_SUN-108194","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-108194A","日本 Suntory C.C. Lemon 氣泡飲料 1.5L x 2","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777088108A",0.0000,0.0000,KT,"Japan Good Item Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,21.9596,x  2,,_1_: Sales of product income,,,"Other Product Info.","H0956006_S_SUN-108194A","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-108189","日本 Suntory Craft Boss GABA 摩卡 500ml","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777422438",0.0000,0.0000,KT,"Japan Good Item Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,5.9219,Item,,_1_: Sales of product income,,,"Other Product Info.","H0956006_S_SUN-108189","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-108189W","日本 Suntory Craft Boss GABA 摩卡 500ml x 24(原箱)","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777422445",0.0000,0.0000,KT,"Japan Good Item Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,142.1247,x 24,,_1_: Sales of product income,,,"Other Product Info.","H0956006_S_SUN-108189W;H0956007_S_SUN-108189W","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-108189B","日本 Suntory Craft Boss GABA 摩卡 500ml x 3","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777422438B",0.0000,0.0000,KT,"Japan Good Item Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,17.7656,x 3,,_1_: Sales of product income,,,"Other Product Info.","H0956006_S_SUN-108189B","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-108188","日本 Suntory Craft Boss 微甜烤堅果風味意式烘焙咖啡 500ml","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777420502",0.0000,0.0000,KT,"Japan Good Item Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,5.9219,Item,,_1_: Sales of product income,_131_: Cost of sales,,"Other Product Info.","H0956006_S_SUN-108188","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-108188W","日本 Suntory Craft Boss 微甜烤堅果風味意式烘焙咖啡 500ml x 24(原箱)","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777420519",0.0000,0.0000,KT,"Japan Good Item Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,142.1247,x 24,,_1_: Sales of product income,,,"Other Product Info.","H0956006_S_SUN-108188W,H0956007_S_SUN-108188W","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-105206","日本 Suntory Craft Boss 微糖咖啡 500ml","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777349926",0.0000,0.0000,KT,"Japan Good Item Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,5.8333,Item,,_1_: Sales of product income,,,"Other Product Info.","H0956006_S_SUN-105206","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-105206W","日本 Suntory Craft Boss 微糖咖啡 500ml x 24 (原箱)","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777349933",0.0000,0.0000,KT,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,164.1303,x 24,,_1_: Sales of product income,_131_: Cost of sales,,"Other Product Info.","H0956006_S_SUN-105206W","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-105206W-S","日本 Suntory Craft Boss 微糖咖啡 500ml x 24 (原箱)","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777349933",0.0000,0.0000,KT,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,163.8208,x24,,_1_: Sales of product income,_131_: Cost of sales,,"Other Product Info.","H0956006_S_SUN-105206W-S,H0956007_S_SUN-105206W-S","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-105206B","日本 Suntory Craft Boss 微糖咖啡 500ml x 3","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777349926B",0.0000,0.0000,KT,"Japan Good Item Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,20.5163,x 3,,_1_: Sales of product income,,,"Other Product Info.","H0956006_S_SUN-105206B","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-105203","日本 Suntory Craft Boss 拿鐵咖啡 500ml","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777300545",0.0000,0.0000,KT,"Japan Good Item Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,6.8259,Item,,_1_: Sales of product income,_131_: Cost of sales,,"Other Product Info.","H0956006_S_SUN-105203","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-105203W","日本 Suntory Craft Boss 拿鐵咖啡 500ml x 24 (原箱)","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777300552",0.0000,0.0000,KT,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,164.1303,x 24,,_1_: Sales of product income,_131_: Cost of sales,,"Other Product Info.","H0956006_S_SUN-105203W","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-105203W-S","日本 Suntory Craft Boss 拿鐵咖啡 500ml x 24 (原箱)","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777300552",0.0000,0.0000,KT,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,154.2534,x24,,_1_: Sales of product income,_131_: Cost of sales,,"Other Product Info.","H0956007_S_SUN-105203W-S","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-105197","日本 Suntory Craft Boss 無糖黑咖啡 500ml","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777300521",0.0000,0.0000,KT,"Japan Good Item Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,6.4062,Item,,_1_: Sales of product income,,,"Other Product Info.","H0956006_S_SUN-105197","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-105197A","日本 Suntory Craft Boss 無糖黑咖啡 500ml x 2","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777300521A",0.0000,0.0000,KT,"Japan Good Item Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,12.8123,x  2,,_1_: Sales of product income,,,"Other Product Info.","H0956006_S_SUN-105197A","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-105197W","日本 Suntory Craft Boss 無糖黑咖啡 500ml x 24 (原箱)","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777300538",0.0000,0.0000,KT,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,157.1756,x 24,,_1_: Sales of product income,_131_: Cost of sales,,"Other Product Info.","H0956006_S_SUN-105197W","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-105197W-S","日本 Suntory Craft Boss 無糖黑咖啡 500ml x 24 (原箱)","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777300538",0.0000,0.0000,KT,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,133.2277,x24,,_1_: Sales of product income,_131_: Cost of sales,,"Other Product Info.","H0956006S_S_SUN-105197W-S,H0956007_S_SUN-105197W-S","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-106829","日本 Suntory Craft Boss 熱帶水果茶 600ml","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777417700",0.0000,0.0000,KT,"Japan Good Item Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,6.1433,Item,,_1_: Sales of product income,,,"Other Product Info.","H0956006_S_SUN-106829","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-106829W","日本 Suntory Craft Boss 熱帶水果茶 600ml x 24(原箱)","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777417717",0.0000,0.0000,KT,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,147.4390,x 24,,_1_: Sales of product income,,,"Other Product Info.","H0956006_S_SUN-106829W;H0956007_S_SUN-106829W","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-106829B","日本 Suntory Craft Boss 熱帶水果茶 600ml x 3","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777417700B",0.0000,0.0000,KT,"Japan Good Item Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,18.4299,x 3,,_1_: Sales of product income,,,"Other Product Info.","H0956006_S_SUN-106829B","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-107648","日本 Suntory Craft Boss 特製蘋果茶 450ml","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777384347",0.0000,0.0000,KT,"Japan Good Item Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,5.8333,Item,,_1_: Sales of product income,_131_: Cost of sales,,"Other Product Info.","H0956006_S_SUN-107648","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-111086","日本 Suntory Craft Boss 美式黑咖啡 500ml","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777435612",0.0000,0.0000,KT,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,Item,,,,,"Other Product Info.","H0956006_S_SUN-111086;H0956007_S_SUN-111086","","","","","","","","","","HKTV Food 24%","","","","","","","","","","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-105209","日本 Suntory Craft Boss 豆乳拿鐵咖啡 500ml","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777402270",0.0000,0.0000,KT,"Japan Good Item Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,6.5159,Item,,_1_: Sales of product income,_131_: Cost of sales,,"Other Product Info.","H0956006_S_SUN-105209","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-105209W","日本 Suntory Craft Boss 豆乳拿鐵咖啡 500ml x 24 (原箱)","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777402287",0.0000,0.0000,KT,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,156.3815,x 24,,_1_: Sales of product income,_131_: Cost of sales,,"Other Product Info.","H0956006_S_SUN-105209W","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-105209W-S","日本 Suntory Craft Boss 豆乳拿鐵咖啡 500ml x 24 (原箱)","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777402287",0.0000,0.0000,KT,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,156.3815,x24,,_1_: Sales of product income,,,"Other Product Info.","H0956007_S_SUN-105209W-S","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-111087","日本 Suntory Craft Boss 香檬梅子鹽風味果汁 500ml","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777435131",0.0000,0.0000,KT,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,Item,,,,,"Other Product Info.","H0956006_S_SUN-111087;H0956007_S_SUN-111087","","","","","","","","","","HKTV Food 24%","","","","","","","","","","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-108607","日本 Suntory Fruit Spark 無糖天然水炭酸水 - 葡萄柚&檸檬 500ml","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777412743",0.0000,0.0000,KT,"Japan Good Item Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,5.5463,Item,,_1_: Sales of product income,_131_: Cost of sales,,"Other Product Info.","H0956006_S_SUN-108607","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-108607W","日本 Suntory Fruit Spark 無糖天然水炭酸水 - 葡萄柚&檸檬 500ml x 24(原箱)","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777412750",0.0000,0.0000,KT,"Japan Good Item Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,133.1122,x 24,,_1_: Sales of product income,_131_: Cost of sales,,"Other Product Info.","H0956006_S_SUN-108607W,H0956007_S_SUN-108607W","","","","","","","","","","HKTV Food 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-103556","日本 Suntory Highball 角 威士忌有氣調酒 500ml (ALC.7%)","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777207202",0.0000,0.0000,KT,UYIKA Co. Limited - JPY (iPretty),"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,12.2960,Item,,_1_: Sales of product income,_131_: Cost of sales,,"Other Product Info.","H0956006_S_SUN-103556","","","","","","","","","","","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-103557","日本 Suntory Highball 角 特濃威士忌有氣調酒 350ml (ALC.9%)","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777349070",0.0000,0.0000,KT,UYIKA Co. Limited - JPY (iPretty),"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,9.2750,Item,,_1_: Sales of product income,,,"Other Product Info.","H0956006_S_SUN-103557","","","","","","","","","","","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-103557W","日本 Suntory Highball 角 特濃威士忌有氣調酒 350ml (ALC.9%) x 24(原箱)","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777235526",0.0000,0.0000,KT,UYIKA Co. Limited - JPY (iPretty),"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,222.6000,x 24,,_1_: Sales of product income,_131_: Cost of sales,,"Other Product Info.","H0956006_S_SUN-103557W","","","","","","","","","","","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SUN-103557A","日本 Suntory Highball 角 特濃威士忌有氣調酒 350ml (ALC.9%) x2","Yummy","Suntory",Stock,,FEFO - Batch,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777349070A",0.0000,0.0000,KT,UYIKA Co. Limited - JPY (iPretty),"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,0.0000,x 2,,_1_: Sales of product income,_131_: Cost of sales,,"Other Product Info.","H0956006_S_SUN-103557A","","","","","","","","","","HKTV Beer 24%","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10010160","日本 Suntory LEGEND BOSS 百年樹咖啡 - 微糖 185g","Yummy","Suntory",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777354395",0.0000,0.0000,KT,"YUUGADOU CO.,LTD.(悠雅堂)","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,4.5447,Item,,_1_: Sales of product income,,,"Other Product Info.","","","","","","","","","","","","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10010141","日本 Suntory LEGEND BOSS 百年樹咖啡 - 微糖 185g x 30 (原箱)","Yummy","Suntory",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"4901777354395Z",0.0000,0.0000,KT,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,136.3403,x 30,,_1_: Sales of product income,,,"Other Product Info.","H0956006_S_LT10010141","","","","","","","","","","","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
